iter	Logloss
138	0.1797015899
139	0.1788533502
140	0.1782255985
141	0.1774877289
142	0.1769225641
143	0.1761784372
144	0.1754026312
145	0.1749823066
146	0.1742640918
147	0.1735918552
148	0.1730898027
149	0.172536239
150	0.1718720703
151	0.1712629067
152	0.1707392953
153	0.1702115046
154	0.169710431
155	0.1692074553
156	0.1686850841
157	0.1681631481
158	0.1676224307
159	0.1671307337
160	0.1665676363
161	0.1662802328
162	0.1658516151
163	0.1651239875
164	0.1645933119
165	0.1641023411
166	0.1636063718
167	0.162971152
168	0.1625343522
169	0.1619798728
170	0.1616095635
171	0.1612013616
172	0.1606978979
173	0.1601931456
174	0.1597239857
175	0.159283097
176	0.1590024878
177	0.1585461714
178	0.1581083044
179	0.1578692186
180	0.1574064177
181	0.1571461836
182	0.1566502467
183	0.1561926933
184	0.1558463193
185	0.1554571655
186	0.1549560735
187	0.1544378091
188	0.1539929206
189	0.1535903426
190	0.1532437159
191	0.1530793924
192	0.1527145117
193	0.1524601906
194	0.1520736571
195	0.1516870511
196	0.1512429651
197	0.150876769
198	0.1504437345
199	0.1502608327
200	0.1499096852
201	0.1497105106
202	0.1493989753
203	0.1491275629
204	0.1487981342
205	0.14843036
206	0.1480882445
207	0.1477595757
208	0.1473661292
209	0.147185813
210	0.1471553532
211	0.1468816131
212	0.146551792
213	0.1461499825
214	0.1459506116
215	0.1455295004
216	0.1452167546
217	0.1450280317
218	0.144648693
219	0.1443355891
220	0.1440973641
221	0.1440350471
222	0.1436999537
223	0.1433672501
224	0.1429866614
225	0.1426808726
226	0.1423189705
227	0.1420912172
228	0.141880049
229	0.1415986879
230	0.1414359944
231	0.141122375
232	0.1408528032
233	0.1405536576
234	0.1402270742
235	0.1399812806
236	0.1396381937
237	0.1394946509
238	0.1391497547
239	0.1388295694
240	0.1385994853
241	0.1382848607
242	0.1379620177
243	0.1377204544
244	0.1374711107
245	0.1372426915
246	0.1370345713
247	0.1367743169
248	0.1365370475
249	0.1363116089
250	0.1360024466
251	0.1356248895
252	0.1354124344
253	0.1351217491
254	0.1349820843
255	0.134773068
256	0.1346317643
257	0.1345811718
258	0.13435281
259	0.1341747726
260	0.134043855
261	0.1337841549
262	0.133577524
263	0.1335126317
264	0.1334492301
265	0.1331923578
266	0.1330525812
267	0.1327813954
268	0.1327176896
269	0.132497333
270	0.1321976123
271	0.1319039658
272	0.1316525998
273	0.1316141564
274	0.1313995411
275	0.1312804932
276	0.1310255782
277	0.13079982
278	0.1306302773
279	0.130488274
280	0.130270956
281	0.1300308085
282	0.1299867009
283	0.1297028261
284	0.129591425
285	0.1293878216
286	0.1293491927
287	0.1291049692
288	0.1289797744
289	0.12870984
290	0.1286514618
291	0.1284094148
292	0.1282568256
293	0.1280136043
294	0.1277544255
295	0.1274506531
296	0.1272204504
297	0.1271266056
298	0.1268556546
299	0.126699512
300	0.1265535602
301	0.126479455
302	0.1262620726
303	0.1261642821
304	0.1259911838
305	0.1258713331
306	0.1257304545
307	0.1256927038
308	0.1256675158
309	0.1254553035
310	0.1253932775
311	0.1252738219
312	0.1251222278
313	0.1248523036
314	0.1246916548
315	0.1246308887
316	0.1244388144
317	0.124307712
318	0.1241302293
319	0.1240697706
320	0.123862154
321	0.1238135689
322	0.1236485834
323	0.1236053867
324	0.1234965754
325	0.1234289738
326	0.1232099275
327	0.1230442912
328	0.1228827052
329	0.1227042228
330	0.1225730266
331	0.122384204
332	0.1220826702
333	0.1218802129
334	0.1217069869
335	0.121575379
336	0.1214280953
337	0.1211938748
338	0.1210551037
339	0.1210141904
340	0.1209835393
341	0.1208711702
342	0.1208173038
343	0.120630496
344	0.120381778
345	0.120188846
346	0.1201179741
347	0.1198825047
348	0.1196636734
349	0.1195157855
350	0.119408384
351	0.1193581359
352	0.1193127692
353	0.1191110417
354	0.1189870696
355	0.118915429
356	0.1187799505
357	0.118575808
358	0.1184930219
359	0.118371606
360	0.1182490242
361	0.118201847
362	0.118142059
363	0.1179010834
364	0.1178311451
365	0.1176961377
366	0.1175247501
367	0.1173951341
368	0.1172343206
369	0.1170948671
370	0.116983847
371	0.1168012655
372	0.1166106803
373	0.1165823686
374	0.1164829655
375	0.1164140375
376	0.1162646597
377	0.11610117
378	0.1160747272
379	0.1158877942
380	0.1158621899
381	0.115825586
382	0.1156668414
383	0.1155106071
384	0.1154398172
385	0.1153476963
386	0.1153082336
387	0.1152494583
388	0.1152239309
389	0.115094783
390	0.1150708585
391	0.1149512743
392	0.1149259567
393	0.1146839653
394	0.1145854956
395	0.1144322026
396	0.114406361
397	0.1143487088
398	0.1142123926
399	0.1140533883
400	0.1140317322
401	0.1138515055
402	0.113720453
403	0.1136186308
404	0.1135991144
405	0.113476869
406	0.1132297282
407	0.1130822572
408	0.1130090356
409	0.1129634988
410	0.1127108356
411	0.1126950658
412	0.112438075
413	0.1123936865
414	0.1122417255
415	0.1120771732
416	0.1120311032
417	0.1117897016
418	0.1117207689
419	0.1115290105
420	0.1112870239
421	0.1112353853
422	0.111189986
423	0.111116493
424	0.1110460917
425	0.1109150114
426	0.1108296226
427	0.1107977339
428	0.1106231901
429	0.1104287106
430	0.1102562418
431	0.110138572
432	0.1100060757
433	0.1099630884
434	0.1098752529
435	0.1097641071
436	0.1096243506
437	0.1095751429
438	0.1093905161
439	0.1092524806
440	0.109209911
441	0.1090490772
442	0.1089116153
443	0.1087867529
444	0.1086540492
445	0.1085573876
446	0.1084553304
447	0.1083863354
448	0.1082350356
449	0.1081138349
450	0.1080388605
451	0.1080135867
452	0.1079376154
453	0.1078663272
454	0.1077072536
455	0.1075734901
456	0.1074511086
457	0.107388353
458	0.1073260691
459	0.1071900445
460	0.1071228541
461	0.1069940873
462	0.1069018037
463	0.1068954393
464	0.1067900822
465	0.1066739197
466	0.1065320551
467	0.106453989
468	0.1064229483
469	0.1063725884
470	0.1063643517
471	0.1062205097
472	0.1060316361
473	0.1058781645
474	0.1058548308
475	0.1058333796
476	0.1057566
477	0.1056289808
478	0.1055302635
479	0.1053814842
480	0.1051263997
481	0.1049578166
482	0.1048588586
483	0.1046915679
484	0.1044507492
485	0.104388206
486	0.1042879606
487	0.1041252734
488	0.1040772794
489	0.1039824973
490	0.1039527215
491	0.1038762527
492	0.1037769309
493	0.1037065307
494	0.103585362
495	0.1034952923
496	0.1034698783
497	0.1034529614
498	0.1033426448
499	0.103192102
500	0.1030550475
501	0.1029631221
502	0.1027320628
503	0.1026457726
504	0.1025358545
505	0.1023997063
506	0.1023781946
507	0.1022524291
508	0.1020857183
509	0.1019570139
510	0.1018145359
511	0.1017450251
512	0.1015902324
513	0.1015496801
514	0.1015128408
515	0.1015077716
516	0.1014489009
517	0.1012911337
518	0.101243115
519	0.1011185956
520	0.1009833784
521	0.1009148496
522	0.100867984
523	0.1007031685
524	0.1006927697
525	0.1005314689
526	0.1004056036
527	0.1002404409
528	0.1000652544
529	0.1000130844
530	0.09998241818
531	0.09987064738
532	0.09984945023
533	0.09979060921
534	0.09976337162
535	0.09967436109
536	0.09951541011
537	0.09937473823
538	0.09931101524
539	0.09929086742
540	0.09920054533
541	0.09912711283
542	0.09905098822
543	0.09890374612
544	0.09887854016
545	0.09886165483
546	0.09872492407
547	0.09862369238
548	0.09860055414
549	0.0983982336
550	0.09825666486
551	0.09818876137
552	0.09816123379
553	0.09802980227
554	0.0980097388
555	0.09782684495
556	0.09777925925
557	0.0977189085
558	0.09757701239
559	0.09746338549
560	0.09742675722
561	0.09728503088
562	0.09721888484
563	0.09710802052
564	0.09700252676
565	0.0968911856
566	0.0967714021
567	0.09669458903
568	0.09653758149
569	0.09645515058
570	0.09631327306
571	0.09618038262
572	0.09612542271
573	0.09600563814
574	0.09592794144
575	0.09590764735
576	0.09577835765
577	0.09560387497
578	0.09545798757
579	0.09541156374
580	0.09531147214
581	0.09523861663
582	0.09509674701
583	0.09504695586
584	0.09499357038
585	0.09490945934
586	0.09489447837
587	0.09487818305
588	0.09478193626
589	0.09462294982
590	0.09456348569
591	0.09444619741
592	0.0942908683
593	0.09408253317
594	0.09401785051
595	0.09396814307
596	0.09392406457
597	0.09378588173
598	0.0936171102
599	0.09357430697
600	0.09355510365
601	0.09354194952
602	0.09338914638
603	0.09327553379
604	0.09322615947
605	0.09303580941
606	0.09289895735
607	0.09283556641
608	0.09281847587
609	0.0926556442
610	0.09264141746
611	0.09246831147
612	0.09227644442
613	0.09211107951
614	0.09193651333
615	0.09190386312
616	0.09183248276
617	0.09176011028
618	0.09160803062
619	0.09143410079
620	0.091366631
621	0.0911937738
622	0.09116536109
623	0.09099667093
624	0.09084266811
625	0.0908278063
626	0.09080082773
627	0.09078129279
628	0.0907657818
629	0.09076006275
630	0.09065559868
631	0.09063317901
632	0.09061356782
633	0.09044022268
634	0.09041104357
635	0.09029806029
636	0.09014996658
637	0.09013395292
638	0.09000422973
639	0.08999477285
640	0.08986728713
641	0.08976052344
642	0.08971207803
643	0.08957724031
644	0.08943318936
645	0.08941040646
646	0.08940089448
647	0.08938570616
648	0.08936927162
649	0.0892261468
650	0.08916269457
651	0.08898460646
652	0.08885123855
653	0.08869155874
654	0.08861284517
655	0.088430145
656	0.08835045468
657	0.08832467344
658	0.08825333899
659	0.08811887262
660	0.08803852972
661	0.0879823381
662	0.08796774364
663	0.08796148411
664	0.08781957648
665	0.087764636
666	0.08770562478
667	0.087570827
668	0.08747482663
669	0.08741886457
670	0.0874037228
671	0.08731900423
672	0.08730272963
673	0.08714180766
674	0.08697187852
675	0.08694426809
676	0.0868818398
677	0.08687703512
678	0.08679910951
679	0.08674516776
680	0.08673946814
681	0.08659815436
682	0.08643125217
683	0.08629663077
684	0.08615571226
685	0.08599060787
686	0.08597948217
687	0.08595654978
688	0.08580166248
689	0.0857145719
690	0.08568221915
691	0.08553037246
692	0.08544448113
693	0.08533958208
694	0.08518702601
695	0.08511789957
696	0.08502066173
697	0.08499708146
698	0.08486693908
699	0.08474116533
700	0.08470052142
701	0.08468733504
702	0.08466921715
703	0.08459602852
704	0.08447784893
705	0.08435636649
706	0.08423278431
707	0.08406476039
708	0.08400923673
709	0.08388378884
710	0.0837916841
711	0.08366778481
712	0.0836608633
713	0.083627379
714	0.08357363883
715	0.08351921918
716	0.08350567576
717	0.08337829917
718	0.08325635634
719	0.08310150492
720	0.08302893918
721	0.08299588602
722	0.08285281202
723	0.08280136422
724	0.08274249779
725	0.0825977381
726	0.08257736265
727	0.08246071009
728	0.08238768695
729	0.08225237816
730	0.08215831119
731	0.08214802108
732	0.08211811166
733	0.08201134328
734	0.08190260241
735	0.08183794944
736	0.08176744374
737	0.08162424076
738	0.08160801271
739	0.0815663327
740	0.08150887692
741	0.08148436753
742	0.08145684295
743	0.08142580134
744	0.08127824426
745	0.08113648184
746	0.08101308244
747	0.08093041515
748	0.08082193822
749	0.08075644241
750	0.08064066365
751	0.08054843229
752	0.08039274848
753	0.08035582232
754	0.08027602288
755	0.08013831945
756	0.08001568496
757	0.07996691517
758	0.07983955374
759	0.0797601374
760	0.07964014292
761	0.07951336168
762	0.07938165554
763	0.07927162082
764	0.07918727681
765	0.07908979895
766	0.07901816362
767	0.0789292637
768	0.07886507198
769	0.07880352006
770	0.07869034288
771	0.07854464446
772	0.0783674244
773	0.07825400912
774	0.07814632634
775	0.07801046747
776	0.07790233349
777	0.07785506041
778	0.07782724007
779	0.07770190408
780	0.07759542909
781	0.07758022732
782	0.07746902176
783	0.07736620282
784	0.07728952023
785	0.07723489685
786	0.07721781357
787	0.07710679401
788	0.07708185989
789	0.07706032235
790	0.07703870943
791	0.07703169803
792	0.07698585418
793	0.07686273239
794	0.07673900222
795	0.07671264656
796	0.07661705043
797	0.07652526579
798	0.07643396866
799	0.07633514293
800	0.07632060997
801	0.07624216161
802	0.07613093107
803	0.07609478903
804	0.07608257854
805	0.07603088794
806	0.07602399953
807	0.07597278705
808	0.07584731482
809	0.07574574957
810	0.07567639379
811	0.07556464605
812	0.07544004869
813	0.07543465016
814	0.07533571552
815	0.07523653873
816	0.07511580903
817	0.07510601604
818	0.07499034171
819	0.07498326154
820	0.0749110599
821	0.07479251066
822	0.07469797925
823	0.07460210871
824	0.07458591696
825	0.07449755667
826	0.07448795735
827	0.07444876894
828	0.07438743461
829	0.07431116587
830	0.07430770116
831	0.07423506582
832	0.07412091489
833	0.07405544512
834	0.07393528921
835	0.07381846816
836	0.07377067148
837	0.0737021547
838	0.07357390878
839	0.07349396585
840	0.07343878492
841	0.0734004165
842	0.07337560517
843	0.07332127542
844	0.07326749382
845	0.07312650997
846	0.07311500865
847	0.0729989935
848	0.07293816463
849	0.0729173984
850	0.07288528225
851	0.07284671546
852	0.0727443836
853	0.07262726509
854	0.07251312249
855	0.07240090881
856	0.07225690163
857	0.07219339901
858	0.0721819325
859	0.07209162556
860	0.07198226778
861	0.07196583985
862	0.07190357897
863	0.07181259425
864	0.07170363088
865	0.07161151781
866	0.07149533269
867	0.07138454033
868	0.07135609368
869	0.07133534005
870	0.07124475038
871	0.07123767107
872	0.07114907332
873	0.07103816159
874	0.07093270392
875	0.07089855849
876	0.070792126
877	0.07066626448
878	0.07065863936
879	0.07056623609
880	0.07048154059
881	0.07045286822
882	0.07036072846
883	0.07030385928
884	0.07025326948
885	0.07014541246
886	0.07000316999
887	0.06992922756
888	0.06981553382
889	0.06971342768
890	0.0696120764
891	0.06955561657
892	0.06951403629
893	0.0694123995
894	0.06933757301
895	0.0692486652
896	0.0692292178
897	0.06913095454
898	0.06904035932
899	0.06899168328
900	0.06887727204
901	0.06884842244
902	0.06877224338
903	0.06869834963
904	0.0686099336
905	0.06858301718
906	0.06845662373
907	0.06838673495
908	0.06833945397
909	0.06823150342
910	0.06818268025
911	0.06807974001
912	0.06805608393
913	0.06797255735
914	0.06788707965
915	0.06784599221
916	0.06784008759
917	0.06774466805
918	0.06764627624
919	0.06760679293
920	0.06750648693
921	0.06740857687
922	0.0673137939
923	0.06722610562
924	0.06711513282
925	0.06707269025
926	0.06697697667
927	0.06694168154
928	0.06686990762
929	0.06680387475
930	0.06672334885
931	0.06663980625
932	0.06656355031
933	0.06648508252
934	0.06643991261
935	0.06637393227
936	0.06624781706
937	0.06616791321
938	0.0661356068
939	0.06605788447
940	0.06599568039
941	0.06590220835
942	0.06585340611
943	0.06578766173
944	0.06578402577
945	0.06577514267
946	0.06574137116
947	0.06573394975
948	0.06564332208
949	0.06561336526
950	0.06560286822
951	0.06553481248
952	0.06544541266
953	0.06535574742
954	0.06527009909
955	0.06518119363
956	0.06507894569
957	0.06499205114
958	0.06495721277
959	0.06490653436
960	0.06478699451
961	0.06477925322
962	0.0647339366
963	0.06471878864
964	0.06465959506
965	0.06447964829
966	0.06439756354
967	0.06429366536
968	0.06419598933
969	0.06418932002
970	0.06411285503
971	0.06406968279
972	0.06398588673
973	0.06397204969
974	0.06387634358
975	0.06379524881
976	0.06371091996
977	0.06365856439
978	0.06361881778
979	0.06361203251
980	0.06349208053
981	0.06345295981
982	0.06337604958
983	0.06328059033
984	0.06323981936
985	0.06323153098
986	0.06315031769
987	0.06308688276
988	0.06300622297
989	0.0629289115
990	0.06285416445
991	0.0627750524
992	0.06272447435
993	0.06264918554
994	0.0625737701
995	0.06249091874
996	0.06239634397
997	0.0623595722
998	0.06229093776
999	0.06216669937
